,id,tweet,label,category,loc
2261,'348483224726560768',"Calgary wakes to swollen rivers, powerless downtown core: The power could be out across Calgary for days as... http://t.co/87P2bu86tp",on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 0, 'end': 7}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
2262,'451187896977211392',RT @BBCWorld: Watch the moment when Chile is struck by an 8.2 magnitude earthquake http://t.co/epxVVZC1Eg,on-topic,earthquake,"{'word': 'Chile', 'spans': [{'start': 36, 'end': 41}], 'country_predicted': 'CHL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-30', 'lon': '-71', 'country_code3': 'CHL', 'geonameid': '3895114', 'place_name': 'Republic of Chile', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2263,'337206969142231041',"RT @rickygervais: “@MTVNews: Beyoncé, Rihanna & Katy Perry send prayers to #Oklahoma #PrayForOklahoma”\\I feel like an idiot now...I only s…",on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 76, 'end': 84}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2264,'591903271826157570',"Explained: How safe are the 3,400 highrises in Delhi, Mumbai? | http://t.co/MChE0VXMoh #NepalEarthquake http://t.co/9qnp9rBCNz",on-topic,earthquake,"{'word': 'Delhi', 'spans': [{'start': 47, 'end': 52}], 'country_predicted': 'IND', 'country_conf': 0.96374094, 'geo': {'admin1': 'NCT', 'lat': '28.65195', 'lon': '77.23149', 'country_code3': 'IND', 'geonameid': '1273294', 'place_name': 'Delhi', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2265,'295848249540112385',RT @peterjhinton: Two states engulfed in disaster. The Australian goes with Tony Abbott says Labor may seek new Queensland flood levy  ...,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 112, 'end': 122}], 'country_predicted': 'AUS', 'country_conf': 0.9634983, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2266,'324688495513853952',My heart is still overwhelmed over the Boston bombing... I know...move on..but my heart aches for those that will... http://t.co/NwrxDrvY0g,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 39, 'end': 45}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2267,'262537798165331971',"RT @fairfieldctyct: United Illuminating plans for Hurricane Sandy (with interactive map of projected path): NEW HAVEN, Conn. — Oct. 25,. ...",on-topic,hurricane,"{'word': 'NEW HAVEN', 'spans': [{'start': 108, 'end': 117}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Connecticut', 'lat': '41.30815', 'lon': '-72.92816', 'country_code3': 'USA', 'geonameid': '4839366', 'place_name': 'New Haven', 'feature_class': 'P', 'feature_code': 'PPL'}}"
2268,'337564820087906305',"Dear Oklahoma Weather, you can just fuck right off for making the weatherman say baseball size hail.",on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 5, 'end': 13}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2269,'591902717313822720',RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co‰Û_,on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 66, 'end': 71}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2270,'451188878733770752',USGS: Depth of Chile earthquake is 20 kilometers http://t.co/MsFj870JUR #video #USD,on-topic,earthquake,"{'word': 'Chile', 'spans': [{'start': 15, 'end': 20}], 'country_predicted': 'CHL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-30', 'lon': '-71', 'country_code3': 'CHL', 'geonameid': '3895114', 'place_name': 'Republic of Chile', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2271,'349162975195713537',Our thoughts going out to all the Alberta families who have been affected by the worst flood in decades. #yycflood #abflood #yyc,on-topic,floods,"{'word': 'Alberta', 'spans': [{'start': 34, 'end': 41}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '52.28333', 'lon': '-117.469', 'country_code3': 'CAN', 'geonameid': '5883102', 'place_name': 'Alberta', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2272,'324700049441439745',"Huge explosion in West, Texas tonight. Please pray for everyone involved.",on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 24, 'end': 29}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2274,'382828676938596352',According to officials a new island formed from a deadly massive 7.7M earthquake in #Pakistan.,on-topic,earthquake,"{'word': 'Pakistan', 'spans': [{'start': 85, 'end': 93}], 'country_predicted': 'PAK', 'country_conf': 0.68758196, 'geo': {'admin1': 'NA', 'lat': '30', 'lon': '70', 'country_code3': 'PAK', 'geonameid': '1168579', 'place_name': 'Islamic Republic of Pakistan', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2275,'451188656007806977',RT @mashable: Animation shows the massive ripple of the tsunami caused by the Chile earthquake http://t.co/5YNm63GBVM,on-topic,earthquake,"{'word': 'Chile', 'spans': [{'start': 78, 'end': 83}], 'country_predicted': 'CHL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-30', 'lon': '-71', 'country_code3': 'CHL', 'geonameid': '3895114', 'place_name': 'Republic of Chile', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2277,'325092264827318273',Chemical in Texas blast has a well-known deadly potential: Massive explosion may have involved large amounts o... http://t.co/YS6TxsOwc4,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 12, 'end': 17}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2278,'336911754665799680',@_JohnMaguire_: @russah graphic for the Oklahoma relief is going to be on local tv!!//do u mean the RELIEF smartphone donation graphic?,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 40, 'end': 48}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2279,'326944773229400064',@james__tynan Yes. I tried to re-anact the texas plant explosion in a miniature sized scale. I added to much gas,on-topic,explosion,"{'word': 'texas', 'spans': [{'start': 43, 'end': 48}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2282,'337021233877098496',what is the current death toll in Oklahoma?,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 34, 'end': 42}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2283,'324758405229195264',"RT @DPeazerTeam: My love &amp; prayers to those who were effected by the Waco, Texas explosion and to their families. #prayforwest http: ...",on-topic,explosion,"{'word': 'Waco', 'spans': [{'start': 73, 'end': 77}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.54933', 'lon': '-97.14667', 'country_code3': 'USA', 'geonameid': '4739526', 'place_name': 'Waco', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
2284,'295876970774941696',RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 63, 'end': 73}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2285,'591903228381384705',RT @drsanjaygupta: good morning from #kathmandu --- long lines waiting for gas. #nepalquake @cnn http://t.co/xN6jEWCfUX,on-topic,earthquake,"{'word': 'kathmandu', 'spans': [{'start': 38, 'end': 47}], 'country_predicted': 'NPL', 'country_conf': 0.96374094, 'geo': {'admin1': 'NA', 'lat': '27.70169', 'lon': '85.3206', 'country_code3': 'NPL', 'geonameid': '1283240', 'place_name': 'Kathmandu', 'feature_class': 'P', 'feature_code': 'PPLC'}}"
2286,'451188902549016577',RT @myamigo_music: MAIL ... Chile hit by tsunami: At least five dead and 300 prison inmates escape as six foot waves triggered by...  http:äó_,on-topic,earthquake,"{'word': 'Chile', 'spans': [{'start': 28, 'end': 33}], 'country_predicted': 'CHL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-30', 'lon': '-71', 'country_code3': 'CHL', 'geonameid': '3895114', 'place_name': 'Republic of Chile', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2287,'348809080518877184',RT @ssedoga: With record flooding in Alberta has anyone ever thought of what if such flooding affects all those containment ponds of toxic …,on-topic,floods,"{'word': 'Alberta', 'spans': [{'start': 37, 'end': 44}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '52.28333', 'lon': '-117.469', 'country_code3': 'CAN', 'geonameid': '5883102', 'place_name': 'Alberta', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2288,'325072023510478848',"Texas requested federal aid for today's explosion. Odd, eh?",on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 0, 'end': 5}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2289,'295787375441874944',Flood worsens in eastern Australia http://t.co/3eq7bUJe,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 25, 'end': 34}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2290,'451190272169226240',"RT @jake_andaya: Sending good thoughts and prayers your way, Chile. My heart goes out to you, I hope everyone makes it out alright. à__F #Prayäó_",on-topic,earthquake,"{'word': 'Chile', 'spans': [{'start': 61, 'end': 66}], 'country_predicted': 'CHL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-30', 'lon': '-71', 'country_code3': 'CHL', 'geonameid': '3895114', 'place_name': 'Republic of Chile', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2291,'324968756310863872',I said there would be an explosion in texas. And there was danger near the. Crawford ranch which is near waco @DBlundellShow,on-topic,explosion,"{'word': 'texas', 'spans': [{'start': 38, 'end': 43}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2292,'348448939785191424',"RT @JKilbach: The Perfect Storm...Flood, interesting read! #yyc #yycflood RT: @CBCNews: Why Alberta's floods hit so hard and fast http://t.…",on-topic,floods,"{'word': 'Alberta', 'spans': [{'start': 92, 'end': 99}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '52.28333', 'lon': '-117.469', 'country_code3': 'CAN', 'geonameid': '5883102', 'place_name': 'Alberta', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2293,'591902825275228160',Death roll croses 2000 in nepal now #earthquake,on-topic,earthquake,"{'word': 'nepal', 'spans': [{'start': 26, 'end': 31}], 'country_predicted': 'NPL', 'country_conf': 0.957188, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
2294,'324718260069228545',"RT @toddstarnes: WOW RT @matthewhaag: Photo of West, Texas on fire after explosion, taken by @wfaachannel8s helicopter http://t.co/1zfW ...",on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 53, 'end': 58}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2295,'324753668622671874',@_DifferentCloth: That explosion in Texas..#pray (http://t.co/dFRuyd0Uvc) omg when was this ?!?!,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 36, 'end': 41}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2296,'324609362926649345',"RT @phnegrian: WILL MCAVOY sits at his desk, reading conflicting tweets about whether Boston bombing suspect has been arrested. WOMEN A ...",on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 86, 'end': 92}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
2299,'451187798574243840',"USGS reports a M1.8 #earthquake 3km N of Carson, California on 4/2/14 @ 3:46:16 UTC http://t.co/6SrrblKgLe #quake",on-topic,earthquake,"{'word': 'Carson', 'spans': [{'start': 41, 'end': 47}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'California', 'lat': '33.83141', 'lon': '-118.28202', 'country_code3': 'USA', 'geonameid': '5334519', 'place_name': 'Carson', 'feature_class': 'P', 'feature_code': 'PPL'}}"
2300,'328009919179653122',"RT @RantSports: Scary as hell. The explosion in West, TX on film http://t.co/tibh24mOdD  h/t to @sammcgaw and @NewsBreaker for posting",on-topic,explosion,"{'word': 'TX', 'spans': [{'start': 54, 'end': 56}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Texas', 'lat': '32.7585', 'lon': '-97.8085', 'country_code3': 'USA', 'geonameid': '6480279', 'place_name': 'Ramada Limited Weatherford Tx', 'feature_class': 'S', 'feature_code': 'HTL'}}"
2301,'591903001226293248',"RT @RodaLarga: #BREAKING: &lt; 250 missing, maybe foreigners, after avalanche hits village in Rasuwa, #Nepal, a popular #trekking area http://‰Û_",on-topic,earthquake,"{'word': 'Rasuwa', 'spans': [{'start': 94, 'end': 100}], 'country_predicted': 'NPL', 'country_conf': 0.9395218, 'geo': {'admin1': 'Central Region', 'lat': '28.16667', 'lon': '85.33333', 'country_code3': 'NPL', 'geonameid': '1282859', 'place_name': 'Rasuwā', 'feature_class': 'A', 'feature_code': 'ADM3H'}}"
2302,'324743937401167872',Not Texas had an explosion... Lol wow!,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 4, 'end': 9}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2303,'324951909184176128',Fertilizer plant explosion in Texas http://t.co/jZQnfcbSbD,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 30, 'end': 35}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2304,'295812337166852097',RT @melissadoyle: Latest on the Queensland flood crisis can be found here: http://t.co/FMeBFk80 #sun7 #qldfloods #bigwet (via @sunriseon7),on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 32, 'end': 42}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2305,'325337293479100416',RT @nypost: Think your week was crazy? This man escaped the Boston Marathon bombing AND witnessed the plant explosion in Texas http://t.co/,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 121, 'end': 126}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
2306,'337024449624805377',RT @FunnyPicsDepot: All jokes aside..Please Pray for Oklahoma.. This is a teacher hugging 1 of his students #PrayForOklahoma http://t.co/Cv…,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 53, 'end': 61}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
